CUSTOMER_CODE,FIRSTNAME,LASTNAME,INVOICE_CODE,AMOUNT,DATE,ITEM_CODE,QUANTITY
,Tony,Calaghan,10374,69.27,02/02/05 0:00,S18_2581,42
,Diego,Freyre,10386,74.77,03/01/05 0:00,S18_2581,21
,Paul,Henriot,10398,76.88,3/30/2005 0:00,S18_2581,34
,William,Brown,10401,76.03,04/03/05 0:00,S18_2581,42
,Maurizio,Moroni,10416,98.84,05/10/05 0:00,S18_2581,15
,Kwai,Yu,10107,70.87,2/24/2003 0:00,S18_2625,29
,Peter,Ferguson,10120,58.15,4/29/2003 0:00,S18_2625,46
,Daniel,Da Cunha,10134,61.78,07/01/03 0:00,S18_2625,30
,Julie,Young,10145,49.67,8/25/2003 0:00,S18_2625,30
,Julie,Brown,10159,51.48,10/10/03 0:00,S18_2625,42
,Juri,Hirano,10168,61.18,10/28/2003 0:00,S18_2625,46
,Martine,Rance,10180,64.2,11/11/03 0:00,S18_2625,25
,Veysel,Oeztan,10188,65.42,11/18/2003 0:00,S18_2625,32
,Julie,Murphy,10201,64.81,12/01/03 0:00,S18_2625,30
,Mory,Kentary,10210,49.67,01/12/04 0:00,S18_2625,40
,Peter,Ferguson,10223,60.57,2/20/2004 0:00,S18_2625,28
,Rosa,Hernandez,10236,55.72,04/03/04 0:00,S18_2625,23
,William,Brown,10251,61.18,5/18/2004 0:00,S18_2625,29
,Julie,King,10263,58.75,6/28/2004 0:00,S18_2625,34
,Janine,Labrune,10275,63.6,7/23/2004 0:00,S18_2625,37
,Marta,Hernandez,10285,49.06,8/27/2004 0:00,S18_2625,20
,Carine,Schmitt,10298,48.46,9/27/2004 0:00,S18_2625,32
,Steve,Frick,10308,52.09,10/15/2004 0:00,S18_2625,34
,Kyung,Yu,10318,52.7,11/02/04 0:00,S18_2625,42
,Kwai,Yu,10329,100,11/15/2004 0:00,S18_2625,38
,Akiko,Shimamura,10339,62.16,11/23/2004 0:00,S18_2625,30
,Juri,Hirano,10362,49.67,01/05/05 0:00,S18_2625,23
,Tony,Calaghan,10374,53.3,02/02/05 0:00,S18_2625,22
,Maria,Larsson,10389,100,03/03/05 0:00,S18_2625,39
,Dominique,Perrier,10402,55.72,04/07/05 0:00,S18_2625,55
,Diego,Freyre,10417,61.18,5/13/2005 0:00,S18_2625,36
,Roland,Keitel,10101,100,01/09/03 0:00,S18_2795,26
,Victoria,Ashworth,10110,100,3/18/2003 0:00,S18_2795,31
,Peter,Ferguson,10125,100,5/21/2003 0:00,S18_2795,34
,Adrian,Huxley,10139,100,7/16/2003 0:00,S18_2795,41
,Sue,Taylor,10149,100,09/12/03 0:00,S18_2795,23
,Julie,Brown,10162,100,10/18/2003 0:00,S18_2795,48
,Giovanni,Rovelli,10173,100,11/05/03 0:00,S18_2795,22
,Valarie,Nelson,10182,100,11/12/03 0:00,S18_2795,21
,Sean,Connery,10193,100,11/21/2003 0:00,S18_2795,22
,Diego,Freyre,10205,100,12/03/03 0:00,S18_2795,40
,Mart¡n,Sommer,10214,100,1/26/2004 0:00,S18_2795,50
,Mary,Saveley,10227,100,03/02/04 0:00,S18_2795,29
,Diego,Freyre,10244,100,4/29/2004 0:00,S18_2795,43
,Frederique,Citeaux,10255,100,06/04/04 0:00,S18_2795,24
,Paolo,Accorti,10280,100,8/17/2004 0:00,S18_2795,22
,Veysel,Oeztan,10289,100,09/03/04 0:00,S18_2795,43
,Daniel,Tonini,10304,100,10/11/04 0:00,S18_2795,20
,Valarie,Nelson,10312,100,10/21/2004 0:00,S18_2795,25
,Valarie,Young,10322,100,11/04/04 0:00,S18_2795,36
,Victoria,Ashworth,10332,52.67,11/17/2004 0:00,S18_2795,24
,Peter,Ferguson,10347,100,11/29/2004 0:00,S18_2795,21
,Daniel,Da Cunha,10356,100,12/09/04 0:00,S18_2795,30
,Julie,Young,10367,94.79,01/12/05 0:00,S18_2795,32
,Diego,Freyre,10380,47.18,2/16/2005 0:00,S18_2795,21
,Valarie,Nelson,10390,78.11,03/04/05 0:00,S18_2795,26
,Valarie,Nelson,10421,100,5/29/2005 0:00,S18_2795,35
,Rosa,Hernandez,10109,100,03/10/03 0:00,S18_2870,26
,Carine,Schmitt,10123,100,5/20/2003 0:00,S18_2870,46
,Paul,Henriot,10137,100,07/10/03 0:00,S18_2870,37
,Anna,O'Hara,10148,100,09/11/03 0:00,S18_2870,27
,Palle,Ibsen,10161,100,10/17/2003 0:00,S18_2870,23
,Julie,King,10172,100,11/05/03 0:00,S18_2870,39
,Veysel,Oeztan,10181,100,11/12/03 0:00,S18_2870,27
,Valarie,Young,10192,100,11/20/2003 0:00,S18_2870,38
,Jeff,Young,10204,100,12/02/03 0:00,S18_2870,27
,Diego,Freyre,10212,100,1/16/2004 0:00,S18_2870,40
,Valarie,Thompson,10226,100,2/26/2004 0:00,S18_2870,24
,Frederique,Citeaux,10241,100,4/13/2004 0:00,S18_2870,44
,Elizabeth,Devon,10253,100,06/01/04 0:00,S18_2870,37
,Maurizio,Moroni,10266,100,07/06/04 0:00,S18_2870,20
,Sue,King,10278,100,08/06/04 0:00,S18_2870,39
,Michael,Holz,10287,100,8/30/2004 0:00,S18_2870,44
,Jan,Klaeboe,10301,100,10/05/03 0:00,S18_2870,22
,Diego,Freyre,10311,100,10/16/2004 0:00,S18_2870,43
,Violeta,Benitez,10321,100,11/04/04 0:00,S18_2870,27
,Rosa,Hernandez,10331,64.9,11/17/2004 0:00,S18_2870,26
,Paul,Henriot,10343,52.32,11/24/2004 0:00,S18_2870,25
,Pascale,Cartrain,10366,100,01/10/05 0:00,S18_2870,49
,Diego,Freyre,10379,100,02/10/05 0:00,S18_2870,29
,Sue,Frick,10407,100,4/22/2005 0:00,S18_2870,41
,Georg,Pipps,10419,100,5/17/2005 0:00,S18_2870,55
,Jonas,Bergulfsen,10103,83.07,1/29/2003 0:00,S18_2949,27
,Christina,Berglund,10112,100,3/24/2003 0:00,S18_2949,23
,Mart¡n,Sommer,10126,90.17,5/28/2003 0:00,S18_2949,31
,Adrian,Huxley,10139,100,7/16/2003 0:00,S18_2949,46
,Eric,Natividad,10150,91.18,9/19/2003 0:00,S18_2949,47
,Maria,Hernandez,10163,100,10/20/2003 0:00,S18_2949,31
,Tony,Calaghan,10174,100,11/06/03 0:00,S18_2949,46
,Francisca,Cervantes,10183,89.15,11/13/2003 0:00,S18_2949,37
,Sean,Connery,10193,93.21,11/21/2003 0:00,S18_2949,28
,Yoshi,Tannamuri,10206,90.17,12/05/03 0:00,S18_2949,37
,Steve,Thompson,10215,100,1/29/2004 0:00,S18_2949,49
,Kyung,Tseng,10228,100,03/10/04 0:00,S18_2949,24
,Diego,Freyre,10244,100,4/29/2004 0:00,S18_2949,30
,Sue,Frick,10257,88.14,6/14/2004 0:00,S18_2949,50
,Adrian,Huxley,10270,96.24,7/19/2004 0:00,S18_2949,31
,Paolo,Accorti,10280,100,8/17/2004 0:00,S18_2949,46
,Maria,Larsson,10291,100,09/08/04 0:00,S18_2949,47
,Daniel,Tonini,10304,100,10/11/04 0:00,S18_2949,46
,Valarie,Nelson,10312,100,10/21/2004 0:00,S18_2949,37
,Valarie,Young,10322,100,11/04/04 0:00,S18_2949,33
,Julie,Murphy,10333,90.17,11/18/2004 0:00,S18_2949,31
,Peter,Ferguson,10347,100,11/29/2004 0:00,S18_2949,48
,Valarie,Nelson,10357,87.13,12/10/04 0:00,S18_2949,41
,Allen,Nelson,10369,100,1/20/2005 0:00,S18_2949,42
,Julie,Brown,10381,100,2/17/2005 0:00,S18_2949,41
,Anna,O'Hara,10391,45.25,03/09/05 0:00,S18_2949,32
,Catherine,Dewey,10423,88.14,5/30/2005 0:00,S18_2949,10
,Jonas,Bergulfsen,10103,57.46,1/29/2003 0:00,S18_2957,35
,Julie,Murphy,10111,64.33,3/25/2003 0:00,S18_2957,28
,Mart¡n,Sommer,10126,73.7,5/28/2003 0:00,S18_2957,46
,Adrian,Huxley,10139,71.2,7/16/2003 0:00,S18_2957,20
,Eric,Natividad,10150,49.97,9/19/2003 0:00,S18_2957,30
,Maria,Hernandez,10163,69.96,10/20/2003 0:00,S18_2957,48
,Giovanni,Rovelli,10173,53.72,11/05/03 0:00,S18_2957,28
,Francisca,Cervantes,10183,68.08,11/13/2003 0:00,S18_2957,39
,Sean,Connery,10193,51.84,11/21/2003 0:00,S18_2957,24
,Yoshi,Tannamuri,10206,67.46,12/05/03 0:00,S18_2957,28
,Steve,Thompson,10215,58.71,1/29/2004 0:00,S18_2957,31
,Kyung,Tseng,10228,63.71,03/10/04 0:00,S18_2957,45
,Diego,Freyre,10244,58.09,4/29/2004 0:00,S18_2957,24
,Sue,Frick,10257,53.72,6/14/2004 0:00,S18_2957,49
,Georg,Pipps,10269,63.08,7/16/2004 0:00,S18_2957,32
,Paolo,Accorti,10280,68.71,8/17/2004 0:00,S18_2957,43
,Maria,Larsson,10291,50.59,09/08/04 0:00,S18_2957,37
,Daniel,Tonini,10304,64.96,10/11/04 0:00,S18_2957,24
,Valarie,Nelson,10312,53.72,10/21/2004 0:00,S18_2957,35
,Valarie,Young,10322,29.87,11/04/04 0:00,S18_2957,41
,Victoria,Ashworth,10332,100,11/17/2004 0:00,S18_2957,26
,Peter,Ferguson,10347,64.96,11/29/2004 0:00,S18_2957,34
,Valarie,Nelson,10357,70.58,12/10/04 0:00,S18_2957,49
,Allen,Nelson,10369,44.21,1/20/2005 0:00,S18_2957,28
,Julie,Brown,10381,68.08,2/17/2005 0:00,S18_2957,40
,Roland,Mendel,10392,59.96,03/10/05 0:00,S18_2957,37
,Catherine,Dewey,10423,53.72,5/30/2005 0:00,S18_2957,31
,Giovanni,Rovelli,10106,83.44,2/17/2003 0:00,S18_3029,41
,Georg,Pipps,10119,89.46,4/28/2003 0:00,S18_3029,21
,Leslie,Taylor,10130,96.34,6/16/2003 0:00,S18_3029,40
,Wing C,Tam,10143,74.84,08/10/03 0:00,S18_3029,46
,Matti,Karttunen,10155,79.14,10/06/03 0:00,S18_3029,44
,Maria,Larsson,10167,73.12,10/23/2003 0:00,S18_3029,46
,Annette,Roulet,10178,81.72,11/08/03 0:00,S18_3029,41
,Thomas,Hardy,10186,89.46,11/14/2003 0:00,S18_3029,32
,Eduardo,Saavedra,10197,87.74,11/26/2003 0:00,S18_3029,46
,Michael,Chandler,10209,100,01/09/04 0:00,S18_3029,28
,Valarie,Thompson,10222,94.62,2/19/2004 0:00,S18_3029,49
,Kwai,Yu,10248,73.98,05/07/04 0:00,S18_3029,21
,Diego,Freyre,10262,84.3,6/24/2004 0:00,S18_3029,32
,Catherine,Dewey,10273,98.06,7/21/2004 0:00,S18_3029,34
,Elizabeth,Lincoln,10283,98.06,8/20/2004 0:00,S18_3029,21
,Michael,Donnermeyer,10296,96.34,9/15/2004 0:00,S18_3029,21
,Francisca,Cervantes,10307,83.44,10/14/2004 0:00,S18_3029,31
,Helen,Bennett,10316,94.62,11/01/04 0:00,S18_3029,21
,Jytte,Petersen,10327,45.86,11/10/04 0:00,S18_3029,25
,Pascale,Cartrain,10338,82.58,11/22/2004 0:00,S18_3029,28
,Diego,Freyre,10350,64.97,12/02/04 0:00,S18_3029,43
,Pirkko,Koskitalo,10373,86.74,1/31/2005 0:00,S18_3029,22
,Diego,Freyre,10386,93.01,03/01/05 0:00,S18_3029,37
,Paul,Henriot,10398,72.26,3/30/2005 0:00,S18_3029,28
,Sue,Frick,10400,74.84,04/01/05 0:00,S18_3029,30
,Juri,Yoshido,10414,73.98,05/06/05 0:00,S18_3029,44
,Jonas,Bergulfsen,10103,100,1/29/2003 0:00,S18_3136,25
,Julie,Murphy,10111,100,3/25/2003 0:00,S18_3136,43
,Mart¡n,Sommer,10126,97.39,5/28/2003 0:00,S18_3136,30
,Adrian,Huxley,10139,90.06,7/16/2003 0:00,S18_3136,20
,Eric,Natividad,10150,100,9/19/2003 0:00,S18_3136,26
,Maria,Hernandez,10163,100,10/20/2003 0:00,S18_3136,40
,Giovanni,Rovelli,10173,89.01,11/05/03 0:00,S18_3136,31
,Francisca,Cervantes,10183,100,11/13/2003 0:00,S18_3136,22
,Sean,Connery,10193,100,11/21/2003 0:00,S18_3136,23
,Yoshi,Tannamuri,10206,100,12/05/03 0:00,S18_3136,30
,Steve,Thompson,10215,100,1/29/2004 0:00,S18_3136,49
,Kyung,Tseng,10228,100,03/10/04 0:00,S18_3136,31
,Diego,Freyre,10244,100,4/29/2004 0:00,S18_3136,29
,Sue,Frick,10257,84.82,6/14/2004 0:00,S18_3136,37
,Adrian,Huxley,10270,100,7/19/2004 0:00,S18_3136,38
,Paolo,Accorti,10280,100,8/17/2004 0:00,S18_3136,29
,Maria,Larsson,10291,100,09/08/04 0:00,S18_3136,23
,Daniel,Tonini,10304,85.87,10/11/04 0:00,S18_3136,26
,Valarie,Nelson,10312,100,10/21/2004 0:00,S18_3136,38
,Valarie,Young,10322,47.04,11/04/04 0:00,S18_3136,48
,Victoria,Ashworth,10332,39.8,11/17/2004 0:00,S18_3136,40
,Peter,Ferguson,10347,100,11/29/2004 0:00,S18_3136,45
,Valarie,Nelson,10357,100,12/10/04 0:00,S18_3136,44
,Allen,Nelson,10369,94.22,1/20/2005 0:00,S18_3136,21
,Julie,Brown,10381,100,2/17/2005 0:00,S18_3136,35
,Roland,Mendel,10392,86.92,03/10/05 0:00,S18_3136,29
,Catherine,Dewey,10423,84.82,5/30/2005 0:00,S18_3136,21
,Jytte,Petersen,10105,100,02/11/03 0:00,S18_3140,22
,Eric,Natividad,10117,100,4/16/2003 0:00,S18_3140,26
,Diego,Freyre,10128,100,06/06/03 0:00,S18_3140,41
,Valarie,Nelson,10142,100,08/08/03 0:00,S18_3140,47
,Diego,Freyre,10153,100,9/28/2003 0:00,S18_3140,31
,Violeta,Benitez,10166,100,10/21/2003 0:00,S18_3140,43
,Jesus,Fernandez,10177,100,11/07/03 0:00,S18_3140,23
,Wing C,Tam,10185,100,11/14/2003 0:00,S18_3140,28
,Leslie,Murphy,10196,100,11/26/2003 0:00,S18_3140,49
,Mary,Saveley,10208,100,01/02/04 0:00,S18_3140,24
,Catherine,Dewey,10221,100,2/18/2004 0:00,S18_3140,33
,Helen,Bennett,10232,100,3/20/2004 0:00,S18_3140,22
,Kwai,Yu,10248,100,05/07/04 0:00,S18_3140,32
,Catherine,Dewey,10273,100,7/21/2004 0:00,S18_3140,40
,Valarie,Nelson,10282,100,8/20/2004 0:00,S18_3140,43
,Paolo,Accorti,10293,100,09/09/04 0:00,S18_3140,24
,Victoria,Ashworth,10306,100,10/14/2004 0:00,S18_3140,32
,Palle,Ibsen,10314,100,10/22/2004 0:00,S18_3140,20
,Jonas,Bergulfsen,10325,69.12,11/05/04 0:00,S18_3140,24
,Marie,Bertrand,10336,100,11/20/2004 0:00,S18_3140,48
,Diego,Freyre,10350,100,12/02/04 0:00,S18_3140,44
,Akiko,Shimamura,10372,100,1/26/2005 0:00,S18_3140,28
,Diego,Freyre,10383,61.52,2/22/2005 0:00,S18_3140,24
,Valarie,Nelson,10396,100,3/23/2005 0:00,S18_3140,33
,Juri,Yoshido,10414,100,05/06/05 0:00,S18_3140,41
,Diego,Freyre,10104,100,1/31/2003 0:00,S18_3232,23
,Rosa,Hernandez,10109,100,03/10/03 0:00,S18_3232,46
,Marie,Bertrand,10114,100,04/01/03 0:00,S18_3232,48
,Laurence,Lebihan,10122,100,05/08/03 0:00,S18_3232,25
,Jeff,Young,10127,100,06/03/03 0:00,S18_3232,22
,Annette,Roulet,10136,100,07/04/03 0:00,S18_3232,41
,Kalle,Suominen,10141,100,08/01/03 0:00,S18_3232,34
,Anna,O'Hara,10148,100,09/11/03 0:00,S18_3232,32
,Pirkko,Koskitalo,10151,100,9/21/2003 0:00,S18_3232,21
,Michael,Chandler,10160,100,10/11/03 0:00,S18_3232,20
,Eric,Natividad,10165,100,10/22/2003 0:00,S18_3232,47
,Jean,Fresnisre,10171,100,11/05/03 0:00,S18_3232,39
,Ann,Brown,10175,100,11/06/03 0:00,S18_3232,29
,Veysel,Oeztan,10181,100,11/12/03 0:00,S18_3232,45
,Jose Pedro,Roel,10184,100,11/14/2003 0:00,S18_3232,28
,Valarie,Young,10192,100,11/20/2003 0:00,S18_3232,26
,Steve,Frick,10195,100,11/25/2003 0:00,S18_3232,50
,Diego,Freyre,10203,100,12/02/03 0:00,S18_3232,48
,Valarie,Franco,10207,100,12/09/03 0:00,S18_3232,25
,Diego,Freyre,10212,100,1/16/2004 0:00,S18_3232,40
,Michael,Holz,10225,100,2/22/2004 0:00,S18_3232,43
,Valarie,Nelson,10229,100,03/11/04 0:00,S18_3232,22
,Pirkko,Koskitalo,10239,100,04/12/04 0:00,S18_3232,47
,Diego,Freyre,10246,100,05/05/04 0:00,S18_3232,36
,Elizabeth,Devon,10253,100,06/01/04 0:00,S18_3232,40
,Wendy,Victorino,10259,100,6/15/2004 0:00,S18_3232,27
,Maurizio,Moroni,10266,100,07/06/04 0:00,S18_3232,29
,Valarie,Nelson,10271,100,7/20/2004 0:00,S18_3232,20
,Sue,King,10278,100,08/06/04 0:00,S18_3232,42
,Kyung,Yu,10281,100,8/19/2004 0:00,S18_3232,25
,Michael,Holz,10287,100,8/30/2004 0:00,S18_3232,36
,Kwai,Yu,10292,100,09/08/04 0:00,S18_3232,21
,Jan,Klaeboe,10301,100,10/05/03 0:00,S18_3232,23
,Marta,Hernandez,10305,100,10/13/2004 0:00,S18_3232,37
,Henriette,Pfalzheim,10310,100,10/16/2004 0:00,S18_3232,48
,Yoshi,Tannamuri,10313,100,10/22/2004 0:00,S18_3232,25
,Violeta,Benitez,10321,100,11/04/04 0:00,S18_3232,33
,Michael,Frick,10324,100,11/05/04 0:00,S18_3232,27
,Rosa,Hernandez,10331,100,11/17/2004 0:00,S18_3232,27
,Christina,Berglund,10334,100,11/19/2004 0:00,S18_3232,20
,Peter,Ferguson,10342,100,11/24/2004 0:00,S18_3232,30
,Jeff,Young,10349,100,12/01/04 0:00,S18_3232,48
,Diego,Freyre,10358,93.49,12/10/04 0:00,S18_3232,32
,Pascale,Cartrain,10366,100,01/10/05 0:00,S18_3232,34
,Anna,O'Hara,10370,56.85,1/20/2005 0:00,S18_3232,27
,Matti,Karttunen,10377,100,02/09/05 0:00,S18_3232,39
,Diego,Freyre,10383,100,2/22/2005 0:00,S18_3232,47
,Diego,Freyre,10394,100,3/15/2005 0:00,S18_3232,22
,Frederique,Citeaux,10405,100,4/14/2005 0:00,S18_3232,55
,Diego,Freyre,10412,100,05/03/05 0:00,S18_3232,60
,Georg,Pipps,10419,100,5/17/2005 0:00,S18_3232,35
,Janine,Labrune,10425,100,5/31/2005 0:00,S18_3232,28
,Jytte,Petersen,10105,100,02/11/03 0:00,S18_3259,38
,Eric,Natividad,10117,95.8,4/16/2003 0:00,S18_3259,21
,Diego,Freyre,10128,100,06/06/03 0:00,S18_3259,41
,Valarie,Nelson,10142,97.81,08/08/03 0:00,S18_3259,22
,Diego,Freyre,10153,88.74,9/28/2003 0:00,S18_3259,29
,Eric,Natividad,10165,100,10/22/2003 0:00,S18_3259,50
,Jesus,Fernandez,10177,100,11/07/03 0:00,S18_3259,29
,Wing C,Tam,10185,80.67,11/14/2003 0:00,S18_3259,49
,Leslie,Murphy,10196,100,11/26/2003 0:00,S18_3259,35
,Mary,Saveley,10208,100,01/02/04 0:00,S18_3259,48
,Catherine,Dewey,10221,80.67,2/18/2004 0:00,S18_3259,23
,Helen,Bennett,10232,95.8,3/20/2004 0:00,S18_3259,48
,Kwai,Yu,10248,100,05/07/04 0:00,S18_3259,42
,Catherine,Dewey,10273,100,7/21/2004 0:00,S18_3259,47
,Valarie,Nelson,10282,100,8/20/2004 0:00,S18_3259,36
,Paolo,Accorti,10293,100,09/09/04 0:00,S18_3259,22
,Victoria,Ashworth,10306,91.76,10/14/2004 0:00,S18_3259,40
,Palle,Ibsen,10314,100,10/22/2004 0:00,S18_3259,23
,Christina,Berglund,10326,100,11/09/04 0:00,S18_3259,32
,Marie,Bertrand,10336,100,11/20/2004 0:00,S18_3259,21
,Diego,Freyre,10350,93.04,12/02/04 0:00,S18_3259,41
,Akiko,Shimamura,10372,84.71,1/26/2005 0:00,S18_3259,25
,Diego,Freyre,10383,100,2/22/2005 0:00,S18_3259,26
,Valarie,Nelson,10396,89.75,3/23/2005 0:00,S18_3259,24
,Juri,Yoshido,10414,100,05/06/05 0:00,S18_3259,48
,Arnold,Cruz,10108,68.35,03/03/03 0:00,S18_3278,26
,Laurence,Lebihan,10122,73.17,05/08/03 0:00,S18_3278,21
,Valarie,Nelson,10135,78,07/02/03 0:00,S18_3278,45
,Allen,Nelson,10147,86.04,09/05/03 0:00,S18_3278,36
,Julie,Brown,10159,81.21,10/10/03 0:00,S18_3278,21
,Anna,O'Hara,10169,70.76,11/04/03 0:00,S18_3278,32
,Veysel,Oeztan,10181,82.82,11/12/03 0:00,S18_3278,30
,Henriette,Pfalzheim,10191,94.88,11/20/2003 0:00,S18_3278,36
,Diego,Freyre,10203,86.04,12/02/03 0:00,S18_3278,33
,Dominique,Perrier,10211,78,1/15/2004 0:00,S18_3278,35
,Michael,Holz,10225,95.69,2/22/2004 0:00,S18_3278,37
,Jytte,Petersen,10238,73.17,04/09/04 0:00,S18_3278,41
,Dominique,Perrier,10252,76.39,5/26/2004 0:00,S18_3278,20
,Sean,Connery,10265,86.84,07/02/04 0:00,S18_3278,45
,Miguel,Barajas,10276,69.96,08/02/04 0:00,S18_3278,38
,Michael,Holz,10287,70.76,8/30/2004 0:00,S18_3278,43
,Roland,Keitel,10300,78.8,10/04/03 0:00,S18_3278,49
,Henriette,Pfalzheim,10310,80.41,10/16/2004 0:00,S18_3278,27
,Kee,Kuo,10319,73.98,11/03/04 0:00,S18_3278,46
,Kwai,Yu,10329,59.1,11/15/2004 0:00,S18_3278,38
,Peter,Ferguson,10342,66.74,11/24/2004 0:00,S18_3278,25
,Kalle,Suominen,10363,60.3,01/06/05 0:00,S18_3278,46
,Diego,Freyre,10378,100,02/10/05 0:00,S18_3278,22
,Valarie,Nelson,10390,100,03/04/05 0:00,S18_3278,40
,Jonas,Bergulfsen,10103,100,1/29/2003 0:00,S18_3320,46
,Julie,Murphy,10111,100,3/25/2003 0:00,S18_3320,39
,Mart¡n,Sommer,10126,82.34,5/28/2003 0:00,S18_3320,38
,Adrian,Huxley,10139,100,7/16/2003 0:00,S18_3320,30
,Sue,Taylor,10149,94.25,09/12/03 0:00,S18_3320,42
,Maria,Hernandez,10163,100,10/20/2003 0:00,S18_3320,43
,Giovanni,Rovelli,10173,95.24,11/05/03 0:00,S18_3320,29
,Valarie,Nelson,10182,86.31,11/12/03 0:00,S18_3320,33
,Sean,Connery,10193,79.37,11/21/2003 0:00,S18_3320,32
,Yoshi,Tannamuri,10206,87.3,12/05/03 0:00,S18_3320,28
,Steve,Thompson,10215,100,1/29/2004 0:00,S18_3320,41
,Mary,Saveley,10227,100,03/02/04 0:00,S18_3320,33
,Diego,Freyre,10244,84.33,4/29/2004 0:00,S18_3320,36
,Sue,Frick,10257,89.29,6/14/2004 0:00,S18_3320,26
,Paolo,Accorti,10280,100,8/17/2004 0:00,S18_3320,34
,Leslie,Taylor,10290,96.23,09/07/04 0:00,S18_3320,26
,Daniel,Tonini,10304,100,10/11/04 0:00,S18_3320,38
,Valarie,Nelson,10312,100,10/21/2004 0:00,S18_3320,33
,Roland,Keitel,10323,91.27,11/05/04 0:00,S18_3320,33
,Julie,Murphy,10333,100,11/18/2004 0:00,S18_3320,46
,Peter,Ferguson,10347,100,11/29/2004 0:00,S18_3320,26
,Valarie,Nelson,10357,100,12/10/04 0:00,S18_3320,25
,Allen,Nelson,10369,73.08,1/20/2005 0:00,S18_3320,45
,Valarie,Nelson,10382,100,2/17/2005 0:00,S18_3320,50
,Roland,Mendel,10392,100,03/10/05 0:00,S18_3320,36
,Catherine,Dewey,10423,89.29,5/30/2005 0:00,S18_3320,21
,Arnold,Cruz,10108,100,03/03/03 0:00,S18_3482,29
,Laurence,Lebihan,10122,100,05/08/03 0:00,S18_3482,21
,Valarie,Nelson,10135,100,07/02/03 0:00,S18_3482,42
,Allen,Nelson,10147,100,09/05/03 0:00,S18_3482,37
,Julie,Brown,10159,100,10/10/03 0:00,S18_3482,25
,Anna,O'Hara,10169,100,11/04/03 0:00,S18_3482,36
,Veysel,Oeztan,10181,100,11/12/03 0:00,S18_3482,22
,Henriette,Pfalzheim,10191,100,11/20/2003 0:00,S18_3482,23
,Diego,Freyre,10203,100,12/02/03 0:00,S18_3482,32
,Dominique,Perrier,10211,100,1/15/2004 0:00,S18_3482,28
,Michael,Holz,10225,100,2/22/2004 0:00,S18_3482,27
,Jytte,Petersen,10238,100,04/09/04 0:00,S18_3482,49
,Dominique,Perrier,10252,100,5/26/2004 0:00,S18_3482,41
,Sean,Connery,10265,100,07/02/04 0:00,S18_3482,49
,Miguel,Barajas,10276,100,08/02/04 0:00,S18_3482,30
,Michael,Holz,10287,100,8/30/2004 0:00,S18_3482,40
,Roland,Keitel,10300,100,10/04/03 0:00,S18_3482,23
,Henriette,Pfalzheim,10310,100,10/16/2004 0:00,S18_3482,49
,Christina,Berglund,10320,100,11/03/04 0:00,S18_3482,25
,Arnold,Cruz,10330,100,11/16/2004 0:00,S18_3482,37
,Peter,Ferguson,10342,100,11/24/2004 0:00,S18_3482,55
,Diego,Freyre,10355,100,12/07/04 0:00,S18_3482,23
,Kalle,Suominen,10363,100,01/06/05 0:00,S18_3482,24
,Diego,Freyre,10378,96.49,02/10/05 0:00,S18_3482,43
,Valarie,Nelson,10390,100,03/04/05 0:00,S18_3482,50
,Rosa,Hernandez,10109,100,03/10/03 0:00,S18_3685,47
,Carine,Schmitt,10123,100,5/20/2003 0:00,S18_3685,34
,Paul,Henriot,10137,100,07/10/03 0:00,S18_3685,31
,Anna,O'Hara,10148,100,09/11/03 0:00,S18_3685,28
,Palle,Ibsen,10161,100,10/17/2003 0:00,S18_3685,36
,Julie,King,10172,100,11/05/03 0:00,S18_3685,48
,Veysel,Oeztan,10181,100,11/12/03 0:00,S18_3685,39
,Valarie,Young,10192,100,11/20/2003 0:00,S18_3685,45
,Jeff,Young,10204,100,12/02/03 0:00,S18_3685,35
,Diego,Freyre,10212,100,1/16/2004 0:00,S18_3685,45
,Valarie,Thompson,10226,100,2/26/2004 0:00,S18_3685,46
,Mory,Kentary,10240,100,4/13/2004 0:00,S18_3685,37
,Elizabeth,Devon,10253,100,06/01/04 0:00,S18_3685,31
,Maurizio,Moroni,10266,100,07/06/04 0:00,S18_3685,33
,Sue,King,10278,100,08/06/04 0:00,S18_3685,31
,Michael,Holz,10287,100,8/30/2004 0:00,S18_3685,27
,Jan,Klaeboe,10301,100,10/05/03 0:00,S18_3685,39
,Diego,Freyre,10311,100,10/16/2004 0:00,S18_3685,32
,Violeta,Benitez,10321,100,11/04/04 0:00,S18_3685,28
,Rosa,Hernandez,10331,67.91,11/17/2004 0:00,S18_3685,26
,Paul,Henriot,10343,84.88,11/24/2004 0:00,S18_3685,44
,Julie,Young,10367,100,01/12/05 0:00,S18_3685,46
,Diego,Freyre,10379,70.83,02/10/05 0:00,S18_3685,32
,Jytte,Petersen,10406,100,4/15/2005 0:00,S18_3685,65
,Georg,Pipps,10419,100,5/17/2005 0:00,S18_3685,43
,Arnold,Cruz,10108,67.77,03/03/03 0:00,S18_3782,43
,Laurence,Lebihan,10122,49.74,05/08/03 0:00,S18_3782,35
,Valarie,Nelson,10135,50.36,07/02/03 0:00,S18_3782,45
,Dan,Lewis,10146,67.14,09/03/03 0:00,S18_3782,47
,Julie,Brown,10159,64.66,10/10/03 0:00,S18_3782,21
,Anna,O'Hara,10169,68.39,11/04/03 0:00,S18_3782,38
